author_qid,authorLabel,year,awards_as_of_year
Q982489,R. A. Lafferty,1970,5
Q982489,R. A. Lafferty,1971,10
Q982489,R. A. Lafferty,1972,14
Q982489,R. A. Lafferty,1973,15
Q982489,R. A. Lafferty,1974,17
Q982489,R. A. Lafferty,1975,18
Q982489,R. A. Lafferty,1979,19
Q982489,R. A. Lafferty,1983,20
Q982489,R. A. Lafferty,1984,21
Q982489,R. A. Lafferty,1985,22
Q982489,R. A. Lafferty,1994,23
Q274941,R. A. MacAvoy,1983,1
Q274941,R. A. MacAvoy,1984,4
Q274941,R. A. MacAvoy,1985,6
Q274941,R. A. MacAvoy,1986,7
Q274941,R. A. MacAvoy,1987,8
Q274941,R. A. MacAvoy,1988,9
Q274941,R. A. MacAvoy,1990,10
Q274941,R. A. MacAvoy,1992,11
Q274941,R. A. MacAvoy,1994,12
Q55314964,R. B. Lemberg,2020,1
Q55314964,R. B. Lemberg,2021,6
Q55314964,R. B. Lemberg,2023,7
Q66235932,R. E. Stearns,2018,1
Q7584261,R. Garcia y Robertson,1991,1
Q7584261,R. Garcia y Robertson,1992,2
Q7584261,R. Garcia y Robertson,1993,4
Q7584261,R. Garcia y Robertson,1996,5
Q7584261,R. Garcia y Robertson,1999,8
Q7584261,R. Garcia y Robertson,2001,10
Q7584261,R. Garcia y Robertson,2002,11
Q7584261,R. Garcia y Robertson,2003,12
Q7584261,R. Garcia y Robertson,2004,13
Q7584261,R. Garcia y Robertson,2005,14
Q7584261,R. Garcia y Robertson,2006,15
Q7584261,R. Garcia y Robertson,2007,16
Q7584261,R. Garcia y Robertson,2010,17
Q131468069,R. P. Sand,2022,1
Q131468069,R. P. Sand,2024,2
Q57784374,R. S. A. Garcia,2020,1
Q57784374,R. S. A. Garcia,2022,5
Q57784374,R. S. A. Garcia,2023,7
Q57784374,R. S. A. Garcia,2024,9
Q131413305,R. S. Belcher,2016,1
Q131413305,R. S. Belcher,2017,2
Q131468071,R. S. Benedict,2018,1
Q241615,R. Scott Bakker,2004,1
Q241615,R. Scott Bakker,2007,2
Q53411010,R.F. Kuang,2018,1
Q53411010,R.F. Kuang,2019,2
Q53411010,R.F. Kuang,2021,3
Q53411010,R.F. Kuang,2023,4
Q127256986,Rachael K. Jones,2023,1
Q127256986,Rachael K. Jones,2024,3
Q127256986,Rachael K. Jones,2025,4
Q25418647,Rachel Hartman,2013,1
Q434138,Rachel Pollack,1994,2
Q434138,Rachel Pollack,1995,3
Q434138,Rachel Pollack,2014,4
Q434138,Rachel Pollack,2016,5
Q7279420,Rachel Swirsky,2010,3
Q7279420,Rachel Swirsky,2011,7
Q7279420,Rachel Swirsky,2012,9
Q7279420,Rachel Swirsky,2013,10
Q7279420,Rachel Swirsky,2014,13
Q7279420,Rachel Swirsky,2015,14
Q7279420,Rachel Swirsky,2022,15
Q17986282,Rae Carson,2012,1
Q17986282,Rae Carson,2020,2
Q17986282,Rae Carson,2021,4
Q57315058,Rafeeat Aliyu,2020,1
Q31191772,Rajnar Vajra,2015,1
Q59265161,Ralph Williams,1960,1
Q703476,Ramsey Campbell,1987,1
Q703476,Ramsey Campbell,1989,2
Q703476,Ramsey Campbell,1990,3
Q59210447,Randall Boyll,1990,1
Q1193106,Randall Garrett,1967,1
Q1193106,Randall Garrett,1975,2
Q1193106,Randall Garrett,1978,3
Q1193106,Randall Garrett,1980,4
Q285048,Randall Munroe,2011,1
Q285048,Randall Munroe,2012,2
Q285048,Randall Munroe,2014,3
Q7293947,Raphael Carter,1997,1
Q7293947,Raphael Carter,1999,3
Q12739114,Ray Aldridge,1990,1
Q12739114,Ray Aldridge,1991,3
Q12739114,Ray Aldridge,1993,4
Q12739114,Ray Aldridge,1994,5
Q40640,Ray Bradbury,1956,1
Q40640,Ray Bradbury,1979,2
Q40640,Ray Bradbury,2002,3
Q98960258,Ray Nayler,2022,5
Q98960258,Ray Nayler,2025,6
Q2324126,Ray Nelson,1976,1
Q7298241,Ray Vukcevich,2003,1
Q350404,Raymond E. Feist,1983,1
Q350404,Raymond E. Feist,1986,2
Q350404,Raymond E. Feist,1987,3
Q350404,Raymond E. Feist,1988,4
Q350404,Raymond E. Feist,1989,5
Q350404,Raymond E. Feist,1991,6
Q350404,Raymond E. Feist,1995,7
Q557512,Raymond F. Jones,1967,1
Q100606422,Rebecca Campbell,2021,1
Q100606422,Rebecca Campbell,2022,2
Q55430944,Rebecca Lickiss,2002,1
Q131502467,Rebecca Nakaba,2024,1
Q7301854,Rebecca Ore,1988,1
Q7301854,Rebecca Ore,1990,2
Q7301854,Rebecca Ore,1992,3
Q7301854,Rebecca Ore,1994,4
Q7301854,Rebecca Ore,1995,5
Q7301854,Rebecca Ore,1996,7
Q7301854,Rebecca Ore,2001,8
Q56192533,Rebecca Roanhorse,2017,1
Q56192533,Rebecca Roanhorse,2018,5
Q56192533,Rebecca Roanhorse,2019,6
Q56192533,Rebecca Roanhorse,2020,10
Q56192533,Rebecca Roanhorse,2021,12
Q56192533,Rebecca Roanhorse,2023,14
Q56192533,Rebecca Roanhorse,2025,15
Q120628722,Regina Kanyu Wang,2023,1
Q386035,Reginald Bretnor,1982,1
Q386035,Reginald Bretnor,1984,3
Q123108214,Renan Bernardo,2023,1
Q123108214,Renan Bernardo,2024,3
Q1474767,Ricardo Pinto,2000,1
Q67496867,Rich Larson,2017,1
Q67496867,Rich Larson,2018,2
Q67496867,Rich Larson,2019,4
Q67496867,Rich Larson,2020,5
Q67496867,Rich Larson,2021,6
Q3430446,Richard A. Lupoff,1972,1
Q3430446,Richard A. Lupoff,1973,2
Q3430446,Richard A. Lupoff,1975,6
Q3430446,Richard A. Lupoff,1976,8
Q3430446,Richard A. Lupoff,1977,9
Q3430446,Richard A. Lupoff,1978,10
Q3430446,Richard A. Lupoff,1985,11
Q3430446,Richard A. Lupoff,1986,12
Q313289,Richard Adams,1985,1
Q7324278,Richard Bowes,1987,1
Q7324278,Richard Bowes,2002,3
Q7324278,Richard Bowes,2006,4
Q7324278,Richard Bowes,2008,5
Q7324278,Richard Bowes,2009,6
Q7324278,Richard Bowes,2011,7
Q7324278,Richard Bowes,2017,8
Q7324283,Richard Bowker,1988,1
Q5971711,Richard Calder,1990,1
Q5971711,Richard Calder,1996,2
Q5971711,Richard Calder,2007,3
Q7324736,Richard Chizmar,2023,1
Q3430640,Richard Christian Matheson,1991,1
Q7324751,Richard Chwedyk,2002,2
Q7324751,Richard Chwedyk,2003,5
Q131438579,Richard E. Gropp,2013,1
Q7325867,Richard Garfinkle,1997,1
Q7326020,Richard Grant,1986,1
Q7326020,Richard Grant,1988,2
Q254635,Richard K. Morgan,2003,1
Q254635,Richard K. Morgan,2007,2
Q254635,Richard K. Morgan,2008,3
Q254635,Richard K. Morgan,2012,4
Q254635,Richard K. Morgan,2015,5
Q2149919,Richard Kadrey,1989,1
Q2149919,Richard Kadrey,2014,2
Q2149919,Richard Kadrey,2016,3
Q2149919,Richard Kadrey,2017,4
Q2149919,Richard Kadrey,2020,5
Q131468072,Richard Kearns,1987,2
Q5982082,Richard McKenna,1967,1
Q28004056,Richard Parks,2009,1
Q350094,Richard Paul Russo,1989,1
Q350094,Richard Paul Russo,2002,3
Q350094,Richard Paul Russo,2006,4
Q638179,Richard Powers,2019,1
Q638179,Richard Powers,2022,2
Q131460616,Richard Snead,1975,1
Q3071789,Richard Wilson,1969,1
Q3071789,Richard Wilson,1979,2
Q3071789,Richard Wilson,1980,3
Q7331307,Rick Cook,1995,2
Q709368,Rick Moody,2004,1
Q2151601,Rick Raphael,1964,1
Q2151601,Rick Raphael,1965,2
Q7331857,Rick Wilber,2001,1
Q7331857,Rick Wilber,2017,2
Q55397010,Rivers Solomon,2017,1
Q55397010,Rivers Solomon,2018,2
Q55397010,Rivers Solomon,2019,4
Q55397010,Rivers Solomon,2020,11
Q55397010,Rivers Solomon,2022,13
Q110852769,Rjurik Davidson,2015,1
Q7340033,Rob Chilson,1985,1
Q55723235,Rob Ziegler,2012,1
Q123078,Robert A. Heinlein,1959,1
Q123078,Robert A. Heinlein,1964,2
Q123078,Robert A. Heinlein,1966,4
Q123078,Robert A. Heinlein,1971,5
Q123078,Robert A. Heinlein,1973,6
Q123078,Robert A. Heinlein,1974,8
Q123078,Robert A. Heinlein,1981,9
Q123078,Robert A. Heinlein,1982,10
Q123078,Robert A. Heinlein,1983,12
Q123078,Robert A. Heinlein,1984,13
Q123078,Robert A. Heinlein,1985,14
Q123078,Robert A. Heinlein,1986,15
Q123078,Robert A. Heinlein,1988,16
Q123078,Robert A. Heinlein,1991,17
Q123078,Robert A. Heinlein,2005,18
Q7341270,Robert A. Metzger,2002,1
Q906193,Robert Aickman,1978,1
Q906193,Robert Aickman,2016,2
Q314215,Robert Anton Wilson,1976,1
Q976059,Robert Asprin,1978,1
Q240786,Robert Charles Wilson,1987,2
Q240786,Robert Charles Wilson,1988,3
Q240786,Robert Charles Wilson,1991,4
Q240786,Robert Charles Wilson,1995,5
Q240786,Robert Charles Wilson,1999,9
Q240786,Robert Charles Wilson,2000,10
Q240786,Robert Charles Wilson,2001,11
Q240786,Robert Charles Wilson,2002,13
Q240786,Robert Charles Wilson,2004,15
Q240786,Robert Charles Wilson,2006,16
Q240786,Robert Charles Wilson,2007,20
Q240786,Robert Charles Wilson,2008,21
Q240786,Robert Charles Wilson,2010,25
Q240786,Robert Charles Wilson,2012,26
Q240786,Robert Charles Wilson,2013,27
Q240786,Robert Charles Wilson,2014,28
Q240786,Robert Charles Wilson,2017,29
Q1282338,Robert Coover,1998,1
Q131465272,Robert Devereaux,1999,1
Q1360721,Robert F. Young,1965,1
Q1360721,Robert F. Young,1976,2
Q1360721,Robert F. Young,1988,3
Q7344531,Robert Freeman Wexler,2004,1
Q7344531,Robert Freeman Wexler,2010,2
Q313981,Robert Harris,1993,1
Q890980,Robert Holdstock,1981,1
Q890980,Robert Holdstock,1982,2
Q890980,Robert Holdstock,1985,3
Q890980,Robert Holdstock,1987,4
Q890980,Robert Holdstock,1989,5
Q890980,Robert Holdstock,1992,7
Q890980,Robert Holdstock,1994,8
Q890980,Robert Holdstock,1995,9
Q890980,Robert Holdstock,1997,11
Q890980,Robert Holdstock,1998,12
Q890980,Robert Holdstock,2003,13
Q890980,Robert Holdstock,2010,14
Q362742,Robert J. Sawyer,1991,1
Q362742,Robert J. Sawyer,1995,2
Q362742,Robert J. Sawyer,1996,5
Q362742,Robert J. Sawyer,1997,6
Q362742,Robert J. Sawyer,1998,9
Q362742,Robert J. Sawyer,1999,10
Q362742,Robert J. Sawyer,2001,11
Q362742,Robert J. Sawyer,2004,12
Q362742,Robert J. Sawyer,2005,13
Q362742,Robert J. Sawyer,2006,15
Q362742,Robert J. Sawyer,2008,16
Q362742,Robert J. Sawyer,2010,17
Q16198845,Robert Jackson Bennett,2013,1
Q16198845,Robert Jackson Bennett,2014,2
Q16198845,Robert Jackson Bennett,2015,4
Q16198845,Robert Jackson Bennett,2017,5
Q16198845,Robert Jackson Bennett,2018,7
Q16198845,Robert Jackson Bennett,2019,9
Q16198845,Robert Jackson Bennett,2020,10
Q16198845,Robert Jackson Bennett,2023,11
Q16198845,Robert Jackson Bennett,2025,12
Q166351,Robert Jordan,1991,1
Q166351,Robert Jordan,1993,2
Q166351,Robert Jordan,1994,3
Q166351,Robert Jordan,1995,4
Q166351,Robert Jordan,1997,5
Q166351,Robert Jordan,2001,6
Q166351,Robert Jordan,2006,7
Q166351,Robert Jordan,2014,8
Q2000229,Robert L. Forward,1981,1
Q2000229,Robert L. Forward,1986,2
Q65960664,Robert R. Chase,1987,1
Q65960664,Robert R. Chase,1991,2
Q2598859,Robert R. McCammon,1988,1
Q2598859,Robert R. McCammon,1989,2
Q2598859,Robert R. McCammon,1990,3
Q2598859,Robert R. McCammon,1992,4
Q2598859,Robert R. McCammon,2019,5
Q1857523,Robert Reed,1988,1
Q1857523,Robert Reed,1990,2
Q1857523,Robert Reed,1991,5
Q1857523,Robert Reed,1992,6
Q1857523,Robert Reed,1994,7
Q1857523,Robert Reed,1995,8
Q1857523,Robert Reed,1996,10
Q1857523,Robert Reed,1997,15
Q1857523,Robert Reed,1998,20
Q1857523,Robert Reed,1999,25
Q1857523,Robert Reed,2000,29
Q1857523,Robert Reed,2001,33
Q1857523,Robert Reed,2002,35
Q1857523,Robert Reed,2003,39
Q1857523,Robert Reed,2004,43
Q1857523,Robert Reed,2005,47
Q1857523,Robert Reed,2006,48
Q1857523,Robert Reed,2007,54
Q1857523,Robert Reed,2008,55
Q1857523,Robert Reed,2009,61
Q1857523,Robert Reed,2010,62
Q1857523,Robert Reed,2011,66
Q1857523,Robert Reed,2012,70
Q1857523,Robert Reed,2013,74
Q1857523,Robert Reed,2014,77
Q1857523,Robert Reed,2015,81
Q1857523,Robert Reed,2016,83
Q967627,Robert Shea,1976,1
Q333246,Robert Sheckley,1956,1
Q333246,Robert Sheckley,1959,2
Q333246,Robert Sheckley,1977,3
Q333246,Robert Sheckley,1996,4
Q333246,Robert Sheckley,2002,5
Q314553,Robert Silverberg,1967,1
Q314553,Robert Silverberg,1968,5
Q314553,Robert Silverberg,1969,7
Q314553,Robert Silverberg,1970,12
Q314553,Robert Silverberg,1971,17
Q314553,Robert Silverberg,1972,27
Q314553,Robert Silverberg,1973,35
Q314553,Robert Silverberg,1974,39
Q314553,Robert Silverberg,1975,44
Q314553,Robert Silverberg,1976,47
Q314553,Robert Silverberg,1977,49
Q314553,Robert Silverberg,1981,52
Q314553,Robert Silverberg,1982,59
Q314553,Robert Silverberg,1983,63
Q314553,Robert Silverberg,1984,69
Q314553,Robert Silverberg,1985,72
Q314553,Robert Silverberg,1986,77
Q314553,Robert Silverberg,1987,83
Q314553,Robert Silverberg,1988,87
Q314553,Robert Silverberg,1989,93
Q314553,Robert Silverberg,1990,99
Q314553,Robert Silverberg,1991,101
Q314553,Robert Silverberg,1992,103
Q314553,Robert Silverberg,1993,105
Q314553,Robert Silverberg,1994,106
Q314553,Robert Silverberg,1995,107
Q314553,Robert Silverberg,1996,109
Q314553,Robert Silverberg,1997,112
Q314553,Robert Silverberg,1998,114
Q314553,Robert Silverberg,1999,117
Q314553,Robert Silverberg,2000,119
Q314553,Robert Silverberg,2001,120
Q314553,Robert Silverberg,2008,122
Q314553,Robert Silverberg,2010,123
Q3436347,Robert Stallman,1980,1
Q3436347,Robert Stallman,1981,3
Q3436347,Robert Stallman,1982,4
Q2158989,Robert Thurston,1972,1
Q2158989,Robert Thurston,1975,2
Q2158989,Robert Thurston,1978,3
Q16197201,Robert V.S. Redick,2009,1
Q55749698,Robert Wilfred Franson,1984,1
Q234403,Robin Hobb,1984,1
Q234403,Robin Hobb,1986,2
Q234403,Robin Hobb,1987,3
Q234403,Robin Hobb,1989,6
Q234403,Robin Hobb,1990,11
Q234403,Robin Hobb,1992,12
Q234403,Robin Hobb,1993,14
Q234403,Robin Hobb,1996,15
Q234403,Robin Hobb,1997,16
Q234403,Robin Hobb,1998,17
Q234403,Robin Hobb,2001,18
Q234403,Robin Hobb,2002,21
Q234403,Robin Hobb,2004,22
Q234403,Robin Hobb,2006,23
Q234403,Robin Hobb,2007,24
Q234403,Robin Hobb,2013,25
Q234403,Robin Hobb,2019,27
Q234403,Robin Hobb,2022,28
Q3064461,Robin McKinley,1983,1
Q3064461,Robin McKinley,1985,2
Q3064461,Robin McKinley,1994,3
Q3064461,Robin McKinley,1998,4
Q3064461,Robin McKinley,2001,5
Q3064461,Robin McKinley,2004,6
Q16211413,Robin Sloan,2018,1
Q131438580,Roby James,1997,1
Q121600723,Robyn Bennis,2018,1
Q7357638,Rog Phillips,1959,1
Q1346691,Roger MacBride Allen,1986,1
Q1346691,Roger MacBride Allen,1988,2
Q1346691,Roger MacBride Allen,1989,3
Q1346691,Roger MacBride Allen,1991,4
Q295406,Roger Zelazny,1964,1
Q295406,Roger Zelazny,1966,2
Q295406,Roger Zelazny,1967,7
Q295406,Roger Zelazny,1968,8
Q295406,Roger Zelazny,1969,9
Q295406,Roger Zelazny,1971,10
Q295406,Roger Zelazny,1972,12
Q295406,Roger Zelazny,1973,13
Q295406,Roger Zelazny,1974,18
Q295406,Roger Zelazny,1975,20
Q295406,Roger Zelazny,1976,24
Q295406,Roger Zelazny,1977,25
Q295406,Roger Zelazny,1979,26
Q295406,Roger Zelazny,1980,27
Q295406,Roger Zelazny,1981,28
Q295406,Roger Zelazny,1982,31
Q295406,Roger Zelazny,1983,33
Q295406,Roger Zelazny,1985,34
Q295406,Roger Zelazny,1986,37
Q295406,Roger Zelazny,1987,39
Q295406,Roger Zelazny,1988,40
Q295406,Roger Zelazny,1993,41
Q295406,Roger Zelazny,1994,42
Q295406,Roger Zelazny,1996,43
Q1081888,Ron Goulart,1971,1
Q131468073,Ron Wolfe,2003,1
Q7364644,Ronald Anthony Cross,1987,1
Q7365090,Ronald Malfi,2011,1
Q1348862,Ronald Wright,1999,1
Q7366886,Rory Harper,1990,1
Q110679775,Rory Power,2020,1
Q7368387,Rosemary Kirstein,1990,1
Q7368387,Rosemary Kirstein,2004,2
Q7368387,Rosemary Kirstein,2005,3
Q42233790,Roshani Chokshi,2017,1
Q7375302,Roz Kaveney,2012,1
Q7375302,Roz Kaveney,2013,2
Q7375302,Roz Kaveney,2015,3
Q79650205,Ru Emerson,1986,1
Q92849,Rudy Rucker,1981,1
Q92849,Rudy Rucker,1986,2
Q92849,Rudy Rucker,1989,3
Q92849,Rudy Rucker,1991,4
Q92849,Rudy Rucker,2003,5
Q92849,Rudy Rucker,2004,6
Q92849,Rudy Rucker,2005,7
Q92849,Rudy Rucker,2007,9
Q92849,Rudy Rucker,2008,10
Q92849,Rudy Rucker,2010,11
Q92849,Rudy Rucker,2013,12
Q92849,Rudy Rucker,2020,13
Q131502470,Ruoxi Chen,2024,1
Q1353673,Russell Hoban,1981,1
Q1353673,Russell Hoban,1982,2
Q158997,Russell Kirk,1984,1
Q55783249,Russell M. Griffin,1988,1
Q7383146,Ruth Nestvold,2006,1
Q7383160,Ruth Ozeki,2022,1
Q57380073,Ruthanna Emrys,2015,1
Q57380073,Ruthanna Emrys,2018,2
Q57380073,Ruthanna Emrys,2019,3
Q22087901,Ryka Aoki,2022,3
Q7387360,S. Andrew Swann,1994,1
Q99336731,S. B. Divya,2021,1
Q99336731,S. B. Divya,2022,3
Q99336731,S. B. Divya,2023,4
Q1253960,S. C. Sykes,1985,1
Q1253960,S. C. Sykes,1986,2
Q131278951,S. Harris,2016,2
Q120602384,S. Jae-Jones,2018,1
Q36676832,S. L. Huang,2020,1
Q36676832,S. L. Huang,2022,2
Q36676832,S. L. Huang,2023,5
Q36676832,S. L. Huang,2024,7
Q131502472,S. M. Hallow,2024,1
Q84505153,S. P. Miskowski,2017,1
Q84505153,S. P. Miskowski,2019,2
Q938710,S. P. Somtow,1982,2
Q938710,S. P. Somtow,1983,5
Q938710,S. P. Somtow,1984,6
Q938710,S. P. Somtow,1985,7
Q938710,S. P. Somtow,1986,8
Q938710,S. P. Somtow,1987,9
Q938710,S. P. Somtow,1991,10
Q938710,S. P. Somtow,1992,12
Q938710,S. P. Somtow,1993,14
Q938710,S. P. Somtow,1994,16
Q938710,S. P. Somtow,1996,17
Q938710,S. P. Somtow,1998,18
Q938710,S. P. Somtow,1999,19
Q938710,S. P. Somtow,2009,20
Q108562316,S. Qiouyi Lu,2019,1
Q108562316,S. Qiouyi Lu,2022,2
Q131278246,S. R. Algernon,2016,2
Q27577943,Saad Z. Hossain,2020,2
Q27577943,Saad Z. Hossain,2022,3
Q7403395,Saladin Ahmed,2012,1
Q7403395,Saladin Ahmed,2013,2
Q7404277,Salena Godden,2022,1
Q112435800,Sally Wiener Grotta,2015,1
Q44306,Salman Rushdie,1990,1
Q44306,Salman Rushdie,2009,2
Q28911712,Sam J. Miller,2014,1
Q28911712,Sam J. Miller,2015,2
Q28911712,Sam J. Miller,2016,5
Q28911712,Sam J. Miller,2017,7
Q28911712,Sam J. Miller,2018,10
Q28911712,Sam J. Miller,2019,11
Q28911712,Sam J. Miller,2020,12
Q28911712,Sam J. Miller,2021,14
Q28911712,Sam J. Miller,2022,15
Q28911712,Sam J. Miller,2024,17
Q7408607,Samanta Schweblin,2018,1
Q7408607,Samanta Schweblin,2021,2
Q131438581,Samantha Mabry,2017,1
Q131502476,Sameem Siddiqui,2021,2
Q7409572,Samit Basu,2021,1
Q7409572,Samit Basu,2024,2
Q438164,Samuel R. Delany,1967,1
Q438164,Samuel R. Delany,1968,4
Q438164,Samuel R. Delany,1969,7
Q438164,Samuel R. Delany,1972,8
Q438164,Samuel R. Delany,1975,9
Q438164,Samuel R. Delany,1976,11
Q438164,Samuel R. Delany,1977,12
Q438164,Samuel R. Delany,1978,14
Q438164,Samuel R. Delany,1979,15
Q438164,Samuel R. Delany,1980,17
Q438164,Samuel R. Delany,1984,18
Q438164,Samuel R. Delany,1985,19
Q7416708,Sandra McDonald,2011,2
Q7416713,Sandra Miesel,1983,1
Q131438537,Sara A. Mueller,2023,2
Q105357413,Sara Genge,2010,2
Q7422404,Sarah A. Hoyt,2002,1
Q66615336,Sarah Fine,2013,1
Q64748209,Sarah Gailey,2017,1
Q64748209,Sarah Gailey,2018,4
Q64748209,Sarah Gailey,2019,6
Q64748209,Sarah Gailey,2020,8
Q64748209,Sarah Gailey,2021,10
Q64748209,Sarah Gailey,2022,11
Q64748209,Sarah Gailey,2023,12
Q7422512,Sarah Langan,2010,1
Q7422512,Sarah Langan,2022,2
Q7422606,Sarah Micklem,2005,1
Q465851,Sarah Monette,2006,1
Q465851,Sarah Monette,2007,2
Q465851,Sarah Monette,2009,3
Q465851,Sarah Monette,2010,5
Q465851,Sarah Monette,2011,6
Q465851,Sarah Monette,2013,8
Q465851,Sarah Monette,2014,9
Q465851,Sarah Monette,2015,10
Q465851,Sarah Monette,2021,11
Q465851,Sarah Monette,2022,12
Q465851,Sarah Monette,2023,13
Q7422688,Sarah Perry,2019,1
Q7422702,Sarah Pinborough,2011,1
Q7422702,Sarah Pinborough,2013,2
Q7422702,Sarah Pinborough,2018,3
Q7422702,Sarah Pinborough,2019,4
Q28870552,Sarah Pinsker,2014,1
Q28870552,Sarah Pinsker,2015,2
Q28870552,Sarah Pinsker,2016,4
Q28870552,Sarah Pinsker,2017,7
Q28870552,Sarah Pinsker,2018,14
Q28870552,Sarah Pinsker,2019,19
Q28870552,Sarah Pinsker,2020,24
Q28870552,Sarah Pinsker,2021,25
Q28870552,Sarah Pinsker,2022,26
Q28870552,Sarah Pinsker,2024,30
Q28870552,Sarah Pinsker,2025,31
Q7422728,Sarah Rees Brennan,2011,1
Q107337613,Sarah Tolmie,2015,1
Q448241,Sarah Zettel,1997,1
Q448241,Sarah Zettel,1998,2
Q3476175,Scott Baker,1987,1
Q3476175,Scott Baker,1990,2
Q4529841,Scott Edelman,2000,1
Q18114111,Scott G. Gier,1996,1
Q2092466,Scott Lynch,2007,2
Q2092466,Scott Lynch,2011,3
Q2092466,Scott Lynch,2014,5
Q2092466,Scott Lynch,2015,6
Q2092466,Scott Lynch,2018,7
Q2092466,Scott Lynch,2019,8
Q2800220,Scott Nicholson,2003,1
Q131438582,Scott R. Jones,2021,1
Q181716,Scott Westerfeld,2002,1
Q181716,Scott Westerfeld,2004,3
Q181716,Scott Westerfeld,2009,4
Q131438583,Sean Adams,2024,1
Q3476757,Sean McMullen,2000,1
Q3476757,Sean McMullen,2001,3
Q3476757,Sean McMullen,2002,4
Q3476757,Sean McMullen,2003,5
Q3476757,Sean McMullen,2005,6
Q3476757,Sean McMullen,2011,8
Q3476757,Sean McMullen,2013,9
Q348862,Sean Russell,1992,1
Q348862,Sean Russell,1996,2
Q348862,Sean Russell,1997,3
Q348862,Sean Russell,2002,4
Q348862,Sean Russell,2003,5
Q367102,Sean Stewart,1994,1
Q367102,Sean Stewart,1996,2
Q367102,Sean Stewart,1997,3
Q367102,Sean Stewart,1998,5
Q367102,Sean Stewart,1999,7
Q367102,Sean Stewart,2001,8
Q367102,Sean Stewart,2004,9
Q367102,Sean Stewart,2005,10
Q552911,Sean Williams,2011,1
Q3476794,Seanan McGuire,2010,1
Q3476794,Seanan McGuire,2011,3
Q3476794,Seanan McGuire,2012,6
Q3476794,Seanan McGuire,2013,10
Q3476794,Seanan McGuire,2014,11
Q3476794,Seanan McGuire,2016,13
Q3476794,Seanan McGuire,2017,15
Q3476794,Seanan McGuire,2018,20
Q3476794,Seanan McGuire,2019,22
Q3476794,Seanan McGuire,2020,26
Q3476794,Seanan McGuire,2021,29
Q3476794,Seanan McGuire,2022,31
Q3476794,Seanan McGuire,2023,33
Q3476794,Seanan McGuire,2024,34
Q3476794,Seanan McGuire,2025,35
Q110300415,Sequoia Nagamatsu,2023,1
Q22096652,Seth Dickinson,2016,2
Q22096652,Seth Dickinson,2019,3
Q7457969,Severna Park,1999,1
Q131195501,Shane Tourtellotte,2002,2
Q55756656,Shannon A. Chakraborty,2018,1
Q55756656,Shannon A. Chakraborty,2021,2
Q55756656,Shannon A. Chakraborty,2024,4
Q131413336,Sharon Devlin,1986,1
Q4260664,Sharon Lee,2011,1
Q4260664,Sharon Lee,2014,3
Q2277277,Sharon Shinn,1996,1
Q2277294,Sharon Webb,1981,1
Q2277294,Sharon Webb,1983,2
Q7493045,Sheila Finch,1986,1
Q7493045,Sheila Finch,1997,2
Q7493045,Sheila Finch,1999,3
Q437123,Shelley Jackson,2019,1
Q110011068,Shelley Parker-Chan,2021,1
Q110011068,Shelley Parker-Chan,2022,4
Q110011068,Shelley Parker-Chan,2024,5
Q7494803,Sheree Thomas,2021,3
Q7494803,Sheree Thomas,2022,4
Q450737,Sheri S. Tepper,1984,1
Q450737,Sheri S. Tepper,1986,3
Q450737,Sheri S. Tepper,1987,4
Q450737,Sheri S. Tepper,1988,6
Q450737,Sheri S. Tepper,1989,7
Q450737,Sheri S. Tepper,1990,10
Q450737,Sheri S. Tepper,1991,11
Q450737,Sheri S. Tepper,1993,12
Q450737,Sheri S. Tepper,1994,13
Q450737,Sheri S. Tepper,1995,14
Q450737,Sheri S. Tepper,1997,15
Q450737,Sheri S. Tepper,1998,16
Q450737,Sheri S. Tepper,1999,17
Q450737,Sheri S. Tepper,2000,18
Q450737,Sheri S. Tepper,2001,20
Q450737,Sheri S. Tepper,2003,21
Q112410605,Sherry Gershon Gottlieb,1995,1
Q123246455,Shingai Njeri Kagunda,2022,1
Q98906330,Shiv Ramdas,2019,1
Q98906330,Shiv Ramdas,2020,3
Q131438585,Shveta Thakrar,2021,1
Q17386413,Silvia Moreno-Garcia,2016,2
Q17386413,Silvia Moreno-Garcia,2017,3
Q17386413,Silvia Moreno-Garcia,2018,5
Q17386413,Silvia Moreno-Garcia,2019,6
Q17386413,Silvia Moreno-Garcia,2020,10
Q17386413,Silvia Moreno-Garcia,2022,11
Q17386413,Silvia Moreno-Garcia,2023,13
Q17386413,Silvia Moreno-Garcia,2024,14
Q2287595,Simon Ings,2014,1
Q2287595,Simon Ings,2015,2
Q110087114,Simon Jimenez,2021,1
Q123563260,Simone Heller,2019,3
Q131351002,Sin Blaché,2024,1
Q100518259,Siobhan Carroll,2017,1
Q100518259,Siobhan Carroll,2019,3
Q100518259,Siobhan Carroll,2020,5
Q18085614,Sofia Samatar,2013,2
Q18085614,Sofia Samatar,2014,4
Q18085614,Sofia Samatar,2015,6
Q18085614,Sofia Samatar,2017,9
Q18085614,Sofia Samatar,2018,10
Q18085614,Sofia Samatar,2021,11
Q18085614,Sofia Samatar,2022,12
Q18085614,Sofia Samatar,2025,13
Q56196325,Somaiya Daud,2019,1
Q7562589,Sonya Taaffe,2021,1
Q447703,Sophie Ward,2021,1
Q1443070,Spider Robinson,1977,1
Q1443070,Spider Robinson,1978,3
