author_qid,authorLabel,year,awards_as_of_year
Q312579,Iain Banks,1995,4
Q312579,Iain Banks,1996,5
Q312579,Iain Banks,1997,6
Q312579,Iain Banks,2001,7
Q312579,Iain Banks,2005,9
Q312579,Iain Banks,2009,10
Q312579,Iain Banks,2010,11
Q312579,Iain Banks,2011,12
Q312579,Iain Banks,2013,13
Q455228,Ian McDonald,1988,1
Q455228,Ian McDonald,1989,2
Q455228,Ian McDonald,1990,4
Q455228,Ian McDonald,1991,5
Q455228,Ian McDonald,1992,7
Q455228,Ian McDonald,1993,10
Q455228,Ian McDonald,1994,11
Q455228,Ian McDonald,1995,14
Q455228,Ian McDonald,1996,15
Q455228,Ian McDonald,1998,16
Q455228,Ian McDonald,1999,18
Q455228,Ian McDonald,2001,19
Q455228,Ian McDonald,2003,21
Q455228,Ian McDonald,2005,23
Q455228,Ian McDonald,2006,26
Q455228,Ian McDonald,2007,29
Q455228,Ian McDonald,2008,34
Q455228,Ian McDonald,2009,40
Q455228,Ian McDonald,2010,42
Q455228,Ian McDonald,2011,45
Q455228,Ian McDonald,2014,46
Q455228,Ian McDonald,2015,49
Q455228,Ian McDonald,2016,53
Q455228,Ian McDonald,2018,55
Q455228,Ian McDonald,2019,57
Q455228,Ian McDonald,2020,60
Q455228,Ian McDonald,2024,61
Q131438563,Ian McDowell,1997,1
Q131438563,Ian McDowell,2005,2
Q107376678,Ian Muneshwar,2022,1
Q107376678,Ian Muneshwar,2023,2
Q659017,Ian R. MacLeod,1992,1
Q659017,Ian R. MacLeod,1993,2
Q659017,Ian R. MacLeod,1994,3
Q659017,Ian R. MacLeod,1996,4
Q659017,Ian R. MacLeod,1997,5
Q659017,Ian R. MacLeod,1998,6
Q659017,Ian R. MacLeod,1999,10
Q659017,Ian R. MacLeod,2000,13
Q659017,Ian R. MacLeod,2001,14
Q659017,Ian R. MacLeod,2002,18
Q659017,Ian R. MacLeod,2003,22
Q659017,Ian R. MacLeod,2004,24
Q659017,Ian R. MacLeod,2006,25
Q659017,Ian R. MacLeod,2007,26
Q659017,Ian R. MacLeod,2008,28
Q659017,Ian R. MacLeod,2009,30
Q659017,Ian R. MacLeod,2012,32
Q659017,Ian R. MacLeod,2014,34
Q659017,Ian R. MacLeod,2016,35
Q659017,Ian R. MacLeod,2017,37
Q659017,Ian R. MacLeod,2018,38
Q372182,Ian Stewart,1988,1
Q372182,Ian Stewart,2001,2
Q16210966,Ian Tregillis,2014,1
Q16210966,Ian Tregillis,2017,2
Q1371639,Ian Watson,1975,1
Q1371639,Ian Watson,1978,2
Q1371639,Ian Watson,1979,4
Q1371639,Ian Watson,1980,5
Q1371639,Ian Watson,1981,7
Q1371639,Ian Watson,1982,8
Q1371639,Ian Watson,1983,9
Q1371639,Ian Watson,1984,12
Q1371639,Ian Watson,1985,13
Q1371639,Ian Watson,1987,15
Q1371639,Ian Watson,1988,16
Q1371639,Ian Watson,1989,17
Q1371639,Ian Watson,1990,18
Q1371639,Ian Watson,2003,19
Q131412188,Ilana C. Myer,2016,1
Q131412188,Ilana C. Myer,2019,2
Q23770089,Indrapramit Das,2016,1
Q23770089,Indrapramit Das,2017,2
Q23770089,Indrapramit Das,2018,4
Q23770089,Indrapramit Das,2020,6
Q23770089,Indrapramit Das,2024,7
Q131502447,Innocent Chizaram Ilo,2021,2
Q98071024,Iona Datt Sharma,2022,1
Q131460606,Iori Kusano,2024,1
Q34981,Isaac Asimov,1956,1
Q34981,Isaac Asimov,1975,3
Q34981,Isaac Asimov,1981,4
Q34981,Isaac Asimov,1982,5
Q34981,Isaac Asimov,1984,8
Q34981,Isaac Asimov,1986,10
Q34981,Isaac Asimov,1987,12
Q34981,Isaac Asimov,1989,13
Q34981,Isaac Asimov,1992,14
Q34981,Isaac Asimov,1993,15
Q130604716,Isaac R. Fellman,2019,1
Q122943254,Isabel Cañas,2023,1
Q122943254,Isabel Cañas,2024,3
Q107391844,Isabel Fall,2020,1
Q107391844,Isabel Fall,2021,2
Q123254859,Isabel J. Kim,2022,1
Q123254859,Isabel J. Kim,2024,4
Q123254859,Isabel J. Kim,2025,5
Q57321670,Isabel Yap,2019,1
Q57321670,Isabel Yap,2020,2
Q57321670,Isabel Yap,2022,4
Q154756,Italo Calvino,1975,1
Q28020353,J. A. Lawrence,1985,1
Q28113052,J. D. Barker,2018,1
Q140201,J. G. Ballard,1980,1
Q140201,J. G. Ballard,1982,2
Q140201,J. G. Ballard,1983,3
Q140201,J. G. Ballard,1990,5
Q140201,J. G. Ballard,1992,6
Q140201,J. G. Ballard,1993,7
Q34660,J. K. Rowling,1999,2
Q34660,J. K. Rowling,2000,3
Q34660,J. K. Rowling,2001,4
Q87822142,J. Kathleen Cheney,2014,1
Q18352701,J. M. McDermott,2009,1
Q66493913,J. M. Sidorova,2014,1
Q62604603,J. R. Dunn,1995,1
Q62604603,J. R. Dunn,2002,2
Q131468054,J. Ray Dettling,1981,1
Q131465211,J. S. Breukelaar,2022,1
Q538057,J. V. Jones,1996,1
Q6108198,JG Faherty,2015,1
Q85978841,Jac Jemc,2018,1
Q6111498,Jack Butler,1990,1
Q4357621,Jack C. Haldeman II,1982,2
Q4357621,Jack C. Haldeman II,1983,3
Q4357621,Jack C. Haldeman II,1984,4
Q1676989,Jack Cady,1994,2
Q1676989,Jack Cady,1996,3
Q1676989,Jack Cady,1997,4
Q1676989,Jack Cady,2002,5
Q472872,Jack Cohen,2001,1
Q6112002,Jack Dann,1973,1
Q6112002,Jack Dann,1974,2
Q6112002,Jack Dann,1978,3
Q6112002,Jack Dann,1979,5
Q6112002,Jack Dann,1980,6
Q6112002,Jack Dann,1981,8
Q6112002,Jack Dann,1982,11
Q6112002,Jack Dann,1983,13
Q6112002,Jack Dann,1984,16
Q6112002,Jack Dann,1985,19
Q6112002,Jack Dann,1986,20
Q6112002,Jack Dann,1989,21
Q6112002,Jack Dann,1990,22
Q6112002,Jack Dann,1992,23
Q6112002,Jack Dann,1993,24
Q6112002,Jack Dann,2001,25
Q6112002,Jack Dann,2002,27
Q6112002,Jack Dann,2003,28
Q1398751,Jack L. Chalker,1978,1
Q1398751,Jack L. Chalker,1982,2
Q715241,Jack McDevitt,1985,1
Q715241,Jack McDevitt,1987,3
Q715241,Jack McDevitt,1988,6
Q715241,Jack McDevitt,1989,10
Q715241,Jack McDevitt,1990,11
Q715241,Jack McDevitt,1994,12
Q715241,Jack McDevitt,1995,14
Q715241,Jack McDevitt,1997,17
Q715241,Jack McDevitt,1998,19
Q715241,Jack McDevitt,1999,20
Q715241,Jack McDevitt,2000,21
Q715241,Jack McDevitt,2001,22
Q715241,Jack McDevitt,2002,23
Q715241,Jack McDevitt,2003,25
Q715241,Jack McDevitt,2004,27
Q715241,Jack McDevitt,2005,30
Q715241,Jack McDevitt,2006,31
Q715241,Jack McDevitt,2007,33
Q715241,Jack McDevitt,2008,34
Q715241,Jack McDevitt,2010,35
Q715241,Jack McDevitt,2011,36
Q715241,Jack McDevitt,2012,37
Q715241,Jack McDevitt,2014,38
Q17402911,Jack Skillingstead,2010,1
Q312632,Jack Vance,1959,1
Q312632,Jack Vance,1973,2
Q312632,Jack Vance,1974,4
Q312632,Jack Vance,1975,8
Q312632,Jack Vance,1976,9
Q312632,Jack Vance,1977,10
Q312632,Jack Vance,1978,11
Q312632,Jack Vance,1980,12
Q312632,Jack Vance,1982,13
Q312632,Jack Vance,1983,14
Q312632,Jack Vance,1984,16
Q312632,Jack Vance,1986,17
Q312632,Jack Vance,1988,18
Q312632,Jack Vance,1989,19
Q312632,Jack Vance,1990,20
Q312632,Jack Vance,1992,21
Q312632,Jack Vance,1997,22
Q316788,Jack Williamson,1984,1
Q316788,Jack Williamson,1998,2
Q316788,Jack Williamson,2001,3
Q316788,Jack Williamson,2002,4
Q950414,Jack Womack,1989,1
Q950414,Jack Womack,1991,2
Q950414,Jack Womack,1994,3
Q950414,Jack Womack,1995,4
Q950414,Jack Womack,2002,5
Q180373,Jacqueline Carey,2002,1
Q180373,Jacqueline Carey,2003,2
Q3157753,Jacqueline Lichtenberg,1981,1
Q6124047,Jaine Fenn,2018,1
Q125780245,James A Hetley,2003,1
Q203068,James Alan Gardner,1997,1
Q203068,James Alan Gardner,1998,4
Q203068,James Alan Gardner,2001,5
Q203068,James Alan Gardner,2008,6
Q203068,James Alan Gardner,2009,8
Q203068,James Alan Gardner,2017,9
Q687931,James B. Johnson,1982,1
Q979465,James Blaylock,1985,1
Q979465,James Blaylock,1986,2
Q979465,James Blaylock,1987,3
Q979465,James Blaylock,1988,4
Q979465,James Blaylock,1989,5
Q979465,James Blaylock,1990,7
Q979465,James Blaylock,1992,9
Q979465,James Blaylock,1993,10
Q979465,James Blaylock,1995,11
Q979465,James Blaylock,1996,12
Q979465,James Blaylock,1998,13
Q979465,James Blaylock,2000,14
Q979465,James Blaylock,2001,16
Q979465,James Blaylock,2002,18
Q979465,James Blaylock,2003,19
Q979465,James Blaylock,2004,20
Q979465,James Blaylock,2005,21
Q979465,James Blaylock,2009,22
Q979465,James Blaylock,2012,23
Q979465,James Blaylock,2014,24
Q979465,James Blaylock,2015,25
Q979465,James Blaylock,2016,26
Q248867,James Blish,1956,1
Q248867,James Blish,1968,2
Q248867,James Blish,1970,3
Q248867,James Blish,1973,4
Q6130122,James Bradley,2021,1
Q6130903,James Cambias,2001,1
Q6130903,James Cambias,2015,2
Q6133473,James Enge,2010,1
Q6133473,James Enge,2011,2
Q715505,James Gunn,1973,1
Q715505,James Gunn,1982,2
Q715505,James Gunn,1996,3
Q1406489,James H. Schmitz,1962,1
Q1406489,James H. Schmitz,1967,2
Q725065,James Morrow,1986,1
Q725065,James Morrow,1987,2
Q725065,James Morrow,1990,5
Q725065,James Morrow,1991,6
Q725065,James Morrow,1992,8
Q725065,James Morrow,1994,9
Q725065,James Morrow,1995,12
Q725065,James Morrow,1997,13
Q725065,James Morrow,2000,14
Q725065,James Morrow,2001,16
Q725065,James Morrow,2002,18
Q725065,James Morrow,2003,19
Q725065,James Morrow,2005,20
Q725065,James Morrow,2006,23
Q725065,James Morrow,2007,24
Q725065,James Morrow,2009,25
Q725065,James Morrow,2010,28
Q725065,James Morrow,2015,29
Q725065,James Morrow,2016,30
Q131502449,James P. Girard,1980,1
Q1061225,James P. Hogan,1978,1
Q1061225,James P. Hogan,1980,3
Q1061225,James P. Hogan,1981,4
Q1061225,James P. Hogan,1982,5
Q1061225,James P. Hogan,1984,6
Q1061225,James P. Hogan,1986,7
Q373836,James Patrick Kelly,1981,1
Q373836,James Patrick Kelly,1985,3
Q373836,James Patrick Kelly,1986,5
Q373836,James Patrick Kelly,1987,8
Q373836,James Patrick Kelly,1988,12
Q373836,James Patrick Kelly,1989,13
Q373836,James Patrick Kelly,1990,15
Q373836,James Patrick Kelly,1991,17
Q373836,James Patrick Kelly,1992,19
Q373836,James Patrick Kelly,1993,20
Q373836,James Patrick Kelly,1994,21
Q373836,James Patrick Kelly,1995,24
Q373836,James Patrick Kelly,1996,25
Q373836,James Patrick Kelly,1997,28
Q373836,James Patrick Kelly,1998,31
Q373836,James Patrick Kelly,1999,33
Q373836,James Patrick Kelly,2000,34
Q373836,James Patrick Kelly,2001,36
Q373836,James Patrick Kelly,2002,40
Q373836,James Patrick Kelly,2003,41
Q373836,James Patrick Kelly,2004,45
Q373836,James Patrick Kelly,2005,50
Q373836,James Patrick Kelly,2006,53
Q373836,James Patrick Kelly,2009,54
Q373836,James Patrick Kelly,2010,56
Q373836,James Patrick Kelly,2011,58
Q373836,James Patrick Kelly,2013,60
Q373836,James Patrick Kelly,2014,62
Q373836,James Patrick Kelly,2015,63
Q373836,James Patrick Kelly,2024,65
Q6141982,James Renner,2013,1
Q6142591,James S. A. Corey,2012,2
Q6142591,James S. A. Corey,2013,3
Q6142591,James S. A. Corey,2014,4
Q6142591,James S. A. Corey,2015,5
Q6142591,James S. A. Corey,2016,7
Q6142591,James S. A. Corey,2017,9
Q6142591,James S. A. Corey,2018,10
Q6142591,James S. A. Corey,2022,11
Q131460607,James Sarafin,1998,1
Q122964498,James Stevens-Arce,2001,1
Q16210621,James Stoddard,1999,1
Q6144600,James Van Pelt,2002,1
Q6144600,James Van Pelt,2003,2
Q6144600,James Van Pelt,2006,3
Q6144600,James Van Pelt,2007,5
Q586756,James White,1962,1
Q586756,James White,1965,2
Q586756,James White,1975,3
Q586756,James White,1977,5
Q586756,James White,1983,6
Q586756,James White,1988,7
Q586756,James White,1989,8
Q586756,James White,1997,10
Q99358688,Jamie Wahls,2017,1
Q6147750,Jamil Nasir,1996,1
Q6147750,Jamil Nasir,2000,2
Q6147750,Jamil Nasir,2001,3
Q6149158,Jan Jensen,2000,3
Q4978507,Jan Siegel,2000,1
Q6151096,Jane Alison,2002,1
Q6152209,Jane Fancher,1992,1
Q121899,Jane Lindskold,1995,1
Q121899,Jane Lindskold,1999,2
Q121899,Jane Lindskold,2015,3
Q6152699,Jane Routley,1997,1
Q2394387,Jane Yolen,1985,1
Q2394387,Jane Yolen,1989,4
Q2394387,Jane Yolen,1990,6
Q2394387,Jane Yolen,1992,7
Q2394387,Jane Yolen,1993,8
Q2394387,Jane Yolen,1999,10
Q2394387,Jane Yolen,2001,12
Q2394387,Jane Yolen,2006,13
Q6153001,Janeen Webb,2019,1
Q1029714,Janet Kagan,1989,1
Q1029714,Janet Kagan,1990,2
Q1029714,Janet Kagan,1993,3
Q1029714,Janet Kagan,1999,4
Q6153517,Janet Morris,1981,1
Q6153517,Janet Morris,1982,2
Q462138,Janny Wurts,1983,1
Q462138,Janny Wurts,1988,2
Q462138,Janny Wurts,1991,3
Q6163423,Jason Sanford,2021,1
Q62735412,Jason Stoddard,2006,1
Q713778,Jasper Fforde,2002,2
Q713778,Jasper Fforde,2003,3
Q713778,Jasper Fforde,2011,4
Q720669,Jay Lake,2004,1
Q720669,Jay Lake,2006,3
Q720669,Jay Lake,2007,5
Q720669,Jay Lake,2008,8
Q720669,Jay Lake,2009,10
Q720669,Jay Lake,2010,12
Q720669,Jay Lake,2012,14
Q720669,Jay Lake,2013,19
Q720669,Jay Lake,2014,20
Q720669,Jay Lake,2015,21
Q6167797,Jayge Carr,1982,1
Q462634,Jean Bruller,1963,1
Q537473,Jean Lorrah,1981,1
Q233584,Jeanette Winterson,2020,1
Q6172137,Jeanne Larsen,1990,1
Q4975117,Jeanne Robinson,1979,1
Q4975117,Jeanne Robinson,1980,2
Q6172716,Jedediah Berry,2007,1
Q6172716,Jedediah Berry,2010,2
Q6172716,Jedediah Berry,2014,3
Q66109169,Jeff Duntemann,1981,2
Q737570,Jeff Noon,1995,1
Q19869073,Jeff Prucher,2008,1
Q18609306,Jeff Strand,2010,1
Q1038440,Jeff VanderMeer,2002,1
Q1038440,Jeff VanderMeer,2004,2
Q1038440,Jeff VanderMeer,2005,3
Q1038440,Jeff VanderMeer,2006,4
Q1038440,Jeff VanderMeer,2007,6
Q1038440,Jeff VanderMeer,2008,8
Q1038440,Jeff VanderMeer,2009,10
Q1038440,Jeff VanderMeer,2010,11
Q1038440,Jeff VanderMeer,2015,14
Q1038440,Jeff VanderMeer,2018,15
Q1038440,Jeff VanderMeer,2020,16
Q1038440,Jeff VanderMeer,2022,17
Q1038440,Jeff VanderMeer,2025,18
Q1633338,Jeffrey Carver,2001,1
Q6175960,Jeffrey E. Barlough,2002,1
Q2495863,Jeffrey Ford,2000,1
Q2495863,Jeffrey Ford,2001,3
Q2495863,Jeffrey Ford,2002,6
Q2495863,Jeffrey Ford,2003,11
Q2495863,Jeffrey Ford,2004,16
Q2495863,Jeffrey Ford,2005,18
Q2495863,Jeffrey Ford,2006,25
Q2495863,Jeffrey Ford,2007,29
Q2495863,Jeffrey Ford,2008,35
Q2495863,Jeffrey Ford,2009,38
Q2495863,Jeffrey Ford,2011,39
Q2495863,Jeffrey Ford,2012,40
Q2495863,Jeffrey Ford,2013,43
Q2495863,Jeffrey Ford,2014,45
Q2495863,Jeffrey Ford,2015,46
Q2495863,Jeffrey Ford,2016,48
Q2495863,Jeffrey Ford,2017,49
Q2495863,Jeffrey Ford,2018,51
Q2495863,Jeffrey Ford,2019,53
Q2495863,Jeffrey Ford,2021,54
Q131468055,Jen Brown,2020,2
Q79988860,Jennifer Marie Brissett,2014,1
Q79988860,Jennifer Marie Brissett,2015,2
Q118645087,Jennifer Mason-Black,2017,1
Q13563178,Jennifer McMahon,2020,1
Q1396763,Jennifer Roberson,1997,1
Q24005641,Jennifer Stevenson,2005,1
Q131468056,Jenny Rae Rappaport,2021,1
Q6181185,Jeremy C. Shipp,2009,1
Q55722883,Jerry Earl Brown,1982,1
Q6184213,Jerry Oltion,1988,1
Q6184213,Jerry Oltion,1995,2
Q6184213,Jerry Oltion,1997,4
Q6184213,Jerry Oltion,1999,5
Q6184213,Jerry Oltion,2000,8
Q578031,Jerry Pournelle,1973,2
Q578031,Jerry Pournelle,1974,3
Q578031,Jerry Pournelle,1975,7
Q578031,Jerry Pournelle,1976,11
Q578031,Jerry Pournelle,1977,12
Q578031,Jerry Pournelle,1978,14
Q578031,Jerry Pournelle,1980,16
Q578031,Jerry Pournelle,1982,18
Q578031,Jerry Pournelle,1986,20
Q578031,Jerry Pournelle,1988,21
Q578031,Jerry Pournelle,1994,22
Q1687888,Jerry Yulsman,1985,1
Q43378674,Jesse Franklin Bone,1959,1
Q6187455,Jessica Rydill,2002,1
Q6193337,Jim Aikin,1986,2
Q6193337,Jim Aikin,1989,3
Q1367995,Jim Butcher,2015,1
Q1367995,Jim Butcher,2016,3
Q595717,Jim Grimsley,2002,1
Q595717,Jim Grimsley,2006,2
Q326415,Jim Knipfel,2004,1
Q131438564,Jinwoo Chong,2024,1
Q11551219,Jiāng Bō,2023,1
Q4151010,Jo Graham,2009,1
Q438330,Jo Walton,2001,1
Q438330,Jo Walton,2006,2
Q438330,Jo Walton,2007,3
Q438330,Jo Walton,2008,4
Q438330,Jo Walton,2009,6
Q438330,Jo Walton,2010,9
Q438330,Jo Walton,2012,10
Q438330,Jo Walton,2015,11
Q438330,Jo Walton,2016,12
Q438330,Jo Walton,2017,13
Q438330,Jo Walton,2020,14
Q438330,Jo Walton,2021,15
Q263648,Joan Aiken,2009,1
Q268371,Joan D. Vinge,1975,1
Q268371,Joan D. Vinge,1976,2
Q268371,Joan D. Vinge,1977,4
Q268371,Joan D. Vinge,1978,5
Q268371,Joan D. Vinge,1979,11
Q268371,Joan D. Vinge,1980,14
Q268371,Joan D. Vinge,1985,15
Q268371,Joan D. Vinge,1989,16
Q268371,Joan D. Vinge,1992,18
Q548156,Joan Slonczewski,1981,1
Q548156,Joan Slonczewski,1998,2
Q548156,Joan Slonczewski,1999,3
Q265270,Joanna Russ,1968,1
Q265270,Joanna Russ,1970,2
Q265270,Joanna Russ,1971,3
Q265270,Joanna Russ,1973,6
Q265270,Joanna Russ,1975,7
Q265270,Joanna Russ,1976,8
Q265270,Joanna Russ,1979,9
Q265270,Joanna Russ,1980,10
Q265270,Joanna Russ,1982,11
Q265270,Joanna Russ,1983,13
Q265270,Joanna Russ,1985,14
Q265270,Joanna Russ,1997,15
Q6204097,Joanne Anderton,2012,1
Q6206058,Joanne Bertin,1999,1
Q234718,Joanne Harris,2022,1
Q515421,Joe Abercrombie,2007,1
Q515421,Joe Abercrombie,2011,2
Q515421,Joe Abercrombie,2012,4
Q515421,Joe Abercrombie,2013,6
Q515421,Joe Abercrombie,2014,7
Q515421,Joe Abercrombie,2020,8
Q515421,Joe Abercrombie,2021,9
Q515421,Joe Abercrombie,2022,10
Q6209124,Joe Clifford Faust,1988,1
Q6209124,Joe Clifford Faust,1989,2
Q347461,Joe Haldeman,1973,2
Q347461,Joe Haldeman,1975,3
Q347461,Joe Haldeman,1976,6
Q347461,Joe Haldeman,1977,8
Q347461,Joe Haldeman,1978,9
Q347461,Joe Haldeman,1980,10
Q347461,Joe Haldeman,1981,11
Q347461,Joe Haldeman,1982,12
Q347461,Joe Haldeman,1984,14
Q347461,Joe Haldeman,1990,15
Q347461,Joe Haldeman,1991,17
Q347461,Joe Haldeman,1992,18
Q347461,Joe Haldeman,1993,20
Q347461,Joe Haldeman,1994,22
Q347461,Joe Haldeman,1996,23
Q347461,Joe Haldeman,1998,24
Q347461,Joe Haldeman,2000,25
Q347461,Joe Haldeman,2001,26
Q347461,Joe Haldeman,2003,27
Q347461,Joe Haldeman,2004,29
Q347461,Joe Haldeman,2005,31
Q347461,Joe Haldeman,2006,33
Q347461,Joe Haldeman,2007,35
Q347461,Joe Haldeman,2008,36
Q347461,Joe Haldeman,2009,37
Q347461,Joe Haldeman,2011,39
Q347461,Joe Haldeman,2012,40
Q347461,Joe Haldeman,2015,41
Q370377,Joe Hill,2006,2
Q370377,Joe Hill,2010,3
Q370377,Joe Hill,2011,4
Q370377,Joe Hill,2013,5
Q370377,Joe Hill,2014,6
Q370377,Joe Hill,2020,7
Q16200311,Joe McKinney,2009,1
Q16200311,Joe McKinney,2010,2
Q16200311,Joe McKinney,2012,3
Q665768,Joe R. Lansdale,1989,1
Q665768,Joe R. Lansdale,1990,2
Q665768,Joe R. Lansdale,2022,3
Q2746094,Johanna Sinisalo,2011,1
Q2746094,Johanna Sinisalo,2015,2
Q2746094,Johanna Sinisalo,2016,3
Q2746094,Johanna Sinisalo,2017,4
Q682767,John Barnes,1989,1
Q682767,John Barnes,1991,2
Q682767,John Barnes,1992,4
Q682767,John Barnes,1993,5
Q682767,John Barnes,1995,8
Q682767,John Barnes,1996,9
Q682767,John Barnes,1997,10
Q682767,John Barnes,1999,11
Q682767,John Barnes,2000,12
Q682767,John Barnes,2001,13
Q682767,John Barnes,2002,14
Q682767,John Barnes,2003,15
Q682767,John Barnes,2006,16
Q682767,John Barnes,2007,19
Q682767,John Barnes,2008,20
Q682767,John Barnes,2011,21
Q682767,John Barnes,2012,22
Q682767,John Barnes,2014,23
Q682767,John Barnes,2016,24
Q6221049,John Batchelor,1984,1
Q2408506,John Birmingham,2005,1
Q3181114,John Boyd,1974,1
Q65952933,John Brizzolara,1990,1
Q378807,John Brunner,1965,1
Q378807,John Brunner,1966,2
Q378807,John Brunner,1968,3
Q378807,John Brunner,1969,4
Q378807,John Brunner,1972,7
Q378807,John Brunner,1973,8
Q378807,John Brunner,1975,9
Q378807,John Brunner,1976,10
Q378807,John Brunner,1980,11
Q378807,John Brunner,1984,12
Q378807,John Brunner,1986,13
Q378807,John Brunner,1989,14
Q378807,John Brunner,1991,15
Q378807,John Brunner,1995,16
Q378807,John Brunner,1997,17
Q378807,John Brunner,1998,18
Q202122,John C. Wright,2003,1
Q202122,John C. Wright,2004,4
Q202122,John C. Wright,2005,6
Q202122,John C. Wright,2006,7
Q202122,John C. Wright,2007,8
Q202122,John C. Wright,2008,9
Q202122,John C. Wright,2010,11
Q202122,John C. Wright,2015,15
Q202122,John C. Wright,2016,16
Q202122,John C. Wright,2017,17
Q18022354,John Chu,2014,1
Q18022354,John Chu,2016,2
Q18022354,John Chu,2020,3
Q18022354,John Chu,2023,4
Q3133864,John Clute,2002,2
Q736447,John Crowley,1980,2
Q736447,John Crowley,1981,3
Q736447,John Crowley,1982,6
Q736447,John Crowley,1985,7
Q736447,John Crowley,1986,9
Q736447,John Crowley,1988,10
Q736447,John Crowley,1989,11
Q736447,John Crowley,1990,12
Q736447,John Crowley,1991,13
Q736447,John Crowley,1995,14
Q736447,John Crowley,1997,16
Q736447,John Crowley,2001,17
Q736447,John Crowley,2006,18
Q736447,John Crowley,2008,19
Q736447,John Crowley,2009,20
Q736447,John Crowley,2012,21
Q736447,John Crowley,2018,23
Q736447,John Crowley,2019,24
Q736447,John Crowley,2020,25
Q6228586,John Darnielle,2018,1
Q1699781,John DeChancie,1984,1
Q6230938,John E. Stith,1990,1
Q6230938,John E. Stith,1991,3
Q6232078,John Everson,2012,1
Q2841857,John G. Cramer,1990,1
Q2841857,John G. Cramer,1998,2
Q3029621,John G. Hemry,2011,1
Q3181632,John Grant,2005,1
Q20631280,John Hornor Jacobs,2020,1
Q3066599,John Kessel,1983,2
Q3066599,John Kessel,1985,3
Q3066599,John Kessel,1987,4
Q3066599,John Kessel,1988,5
Q3066599,John Kessel,1989,7
Q3066599,John Kessel,1990,8
Q3066599,John Kessel,1991,10
Q3066599,John Kessel,1992,11
Q3066599,John Kessel,1993,12
Q3066599,John Kessel,1994,14
Q3066599,John Kessel,1998,16
Q3066599,John Kessel,1999,17
Q3066599,John Kessel,2001,19
Q3066599,John Kessel,2003,23
Q3066599,John Kessel,2004,24
Q3066599,John Kessel,2005,26
Q3066599,John Kessel,2007,27
Q3066599,John Kessel,2008,28
Q3066599,John Kessel,2009,30
Q3066599,John Kessel,2010,32
Q3066599,John Kessel,2012,33
Q3066599,John Kessel,2016,34
Q3066599,John Kessel,2018,35
Q3066599,John Kessel,2019,36
Q3066599,John Kessel,2022,38
Q18044535,John Langan,2010,2
Q18044535,John Langan,2015,3
Q18044535,John Langan,2016,4
Q18044535,John Langan,2017,5
Q18044535,John Langan,2018,6
Q328949,John M. Ford,1981,1
Q328949,John M. Ford,1984,2
Q328949,John M. Ford,1985,3
Q328949,John M. Ford,1987,4
Q328949,John M. Ford,1988,5
Q328949,John M. Ford,1994,6
Q3075379,John Meaney,2008,1
Q131465236,John Michael Curlovich,1990,1
Q1701097,"John Middleton Murry, Jr.",1975,2
Q1701097,"John Middleton Murry, Jr.",1976,6
Q1701097,"John Middleton Murry, Jr.",1977,11
Q1701097,"John Middleton Murry, Jr.",1979,13
Q1701097,"John Middleton Murry, Jr.",1980,15
Q1701097,"John Middleton Murry, Jr.",1981,16
Q1701097,"John Middleton Murry, Jr.",1984,17
Q1701097,"John Middleton Murry, Jr.",1985,19
Q1634842,John Morressy,1987,1
Q1634842,John Morressy,1991,2
Q277308,John Scalzi,2006,3
Q277308,John Scalzi,2007,5
Q277308,John Scalzi,2008,7
Q277308,John Scalzi,2009,9
Q277308,John Scalzi,2010,11
Q277308,John Scalzi,2012,12
Q277308,John Scalzi,2015,13
Q277308,John Scalzi,2016,14
Q277308,John Scalzi,2017,15
Q277308,John Scalzi,2018,17
Q277308,John Scalzi,2021,19
Q277308,John Scalzi,2023,20
Q277308,John Scalzi,2024,22
Q1346126,John Shirley,1981,1
Q1346126,John Shirley,1989,2
Q1346126,John Shirley,1995,3
Q6258107,John Skipp,1989,1
Q1701769,John Sladek,1983,1
Q1701769,John Sladek,1984,3
Q504805,John Varley,1975,1
Q504805,John Varley,1976,5
Q504805,John Varley,1977,12
Q504805,John Varley,1978,19
Q504805,John Varley,1979,22
Q504805,John Varley,1980,26
Q504805,John Varley,1981,31
Q504805,John Varley,1982,32
Q504805,John Varley,1984,34
Q504805,John Varley,1985,35
Q504805,John Varley,1987,36
Q504805,John Varley,1990,37
Q504805,John Varley,1993,40
Q504805,John Varley,1999,42
Q504805,John Varley,2004,44
Q504805,John Varley,2009,45
Q504805,John Varley,2013,46
Q504805,John Varley,2015,47
Q504805,John Varley,2019,48
Q107719145,John Wiswell,2021,4
Q107719145,John Wiswell,2022,8
Q107719145,John Wiswell,2023,11
Q107719145,John Wiswell,2025,12
Q131437170,Jon Armstrong,2008,1
Q131437170,Jon Armstrong,2011,2
Q751831,Jon Courtenay Grimwood,2004,1
Q751831,Jon Courtenay Grimwood,2005,3
Q751831,Jon Courtenay Grimwood,2006,4
Q751831,Jon Courtenay Grimwood,2007,5
Q751831,Jon Courtenay Grimwood,2012,6
Q121822525,Jon Del Arroz,2017,1
Q131460608,Jonathan Andrew Sheen,2005,1
Q727079,Jonathan Carroll,1988,2
Q727079,Jonathan Carroll,1989,4
Q727079,Jonathan Carroll,1990,5
Q727079,Jonathan Carroll,1991,6
Q727079,Jonathan Carroll,1992,7
Q727079,Jonathan Carroll,1993,9
